,Title,Genre,Director,Actors,Plot
1053,Two Lovers,"Drama, Romance            ",James Gray,"['Joaquin Phoenix', 'Gwyneth Paltrow', 'Vinessa Shaw', 'Anne Joyce']",A Brooklyn-set romantic drama about a bachelor torn between the family friend his parents wish he would marry and his beautiful but volatile new neighbor.
1054,The Hero,"Drama, Romance, Western            ",Brett Haley,"['Sam Elliott', 'Laura Prepon', 'Krysten Ritter', 'Nick Offerman']",An ailing movie star comes to terms with his past and mortality.
1055,CBGB,"Crime, Drama, Music            ",Randall Miller,"['Alan Rickman', 'Malin Akerman', 'Justin Bartha', 'Richard de Klerk']","A look at the New York City punk-rock scene and the venerable nightclub, CBGB."
1056,Shi mian mai fu,"Action, Adventure, Drama            ",Yimou Zhang,"['Ziyi Zhang', 'Takeshi Kaneshiro', 'Andy Lau', 'Dandan Song']","A romantic police captain breaks a beautiful member of a rebel group out of prison to help her rejoin her fellows, but things are not what they seem."
1057,Just Married,"Comedy, Romance            ",Shawn Levy,"['Ashton Kutcher', 'Brittany Murphy', 'Christian Kane', 'David Moscow']","A young newlywed couple honeymoon in Europe, where obstacles challenge their ability to sustain the marriage."
1058,Chasing Liberty,"Comedy, Romance            ",Andy Cadiff,"['Mandy Moore', 'Matthew Goode', 'Mark Harmon', 'Stark Sands']",Anna wants to be like other girls her age (18): date a guy etc. but she's the US president's daughter and always guarded. In Prague he breaks his promise of only 2 agents following her to a concert and she runs away with Ben to see Europe.
1059,X+Y,"Drama, Romance            ",Morgan Matthews,"['Asa Butterfield', 'Rafe Spall', 'Sally Hawkins', 'Eddie Marsan']",A socially awkward teenage math prodigy finds new confidence and new friendships when he lands a spot on the British squad at the International Mathematics Olympiad.
1060,The Merchant of Venice,"Drama, Romance            ",Michael Radford,"['Al Pacino', 'Joseph Fiennes', 'Lynn Collins', 'Jeremy Irons']","In 16th century Venice, when a merchant must default on a large loan from an abused Jewish moneylender for a friend with romantic ambitions, the bitterly vengeful creditor demands a gruesome payment instead."
1061,Date Movie,"Comedy, Romance            ",Aaron Seltzer,"['Jason Friedberg', 'Alyson Hannigan', 'Adam Campbell', 'Fred Willard', 'Jennifer Coolidge']","Spoof of romantic comedies which focuses on a man, his crush, his parents, and her father."
1062,"Yours, Mine & Ours","Comedy, Family, Fantasy            ",Raja Gosnell,"['Dennis Quaid', 'Rene Russo', ""Jerry O'Connell"", 'Sean Faris']","A widowed Coast Guard Admiral and a widow handbag designer fall in love and marry, much to the dismay of her 10 and his 8 children."
1063,The Last Seduction,"Crime, Drama, Romance            ",John Dahl,"['Linda Fiorentino', 'Peter Berg', 'Bill Pullman', 'Michael Raysses']",A devious sexpot steals her husband's drug money and hides out in a small town where she meets the perfect dupe for her next scheme.
1064,Much Ado About Nothing,"Comedy, Drama, Romance            ",Joss Whedon,"['Alexis Denisof', 'Amy Acker', 'Fran Kranz', 'Jillian Morgese']",A modern retelling of Shakespeare's classic comedy about two pairs of lovers with different takes on romance and a way with words.
1065,W.E.,"Drama, History, Romance            ",Madonna,"['Abbie Cornish', ""James D'Arcy"", 'Andrea Riseborough', 'Oscar Isaac']","The affair between King Edward VIII and American divorcée Wallis Simpson, and a contemporary romance between a married woman and a Russian security guard."
1066,Reds,"Biography, Drama, History            ",Warren Beatty,"['Warren Beatty', 'Diane Keaton', 'Edward Herrmann', 'Jerzy Kosinski']","A radical American journalist becomes involved with the Communist revolution in Russia, and hopes to bring its spirit and idealism to the United States."
1067,Queen of the Desert,"Adventure, Biography, Drama            ",Werner Herzog,"['Nicole Kidman', 'James Franco', 'Robert Pattinson', 'Damian Lewis']","A chronicle of Gertrude Bell's life, a traveler, writer, archaeologist, explorer, cartographer, and political attaché for the British Empire at the dawn of the twentieth century."
1068,The Fighting Temptations,"Comedy, Drama, Music            ",Jonathan Lynn,"['Cuba Gooding Jr.', 'Beyoncé', 'Mike Epps', 'Nigel Washington']",A New York advertising executive travels to a small Southern town to collect an inheritance but finds he must create a gospel choir and lead it to success before he can collect.
1069,The Man from Snowy River,"Adventure, Drama, Romance            ",George Miller,"['Kirk Douglas', 'Tom Burlinson', 'Terence Donovan', 'Tommy Dysart']","In 1880s Australia, after young Jim Craig's father dies, Jim takes a job at the Harrison cattle ranch, where he is forced to become a man."
1070,Pushing Tin,"Comedy, Drama, Romance            ",Mike Newell,"['John Cusack', 'Billy Bob Thornton', 'Cate Blanchett', 'Angelina Jolie']","A feud develops between two air traffic controllers: one cocky and determined while the other is restrained and laidback, which inevitably affects their lives."
1071,The Sisterhood of the Traveling Pants 2,"Comedy, Drama, Romance            ",Sanaa Hamri,"['America Ferrera', 'Alexis Bledel', 'Amber Tamblyn', 'Blake Lively']",Four college freshmen and best friends find that it may take more than a shared pair of jeans to help them stay in touch as their lives go in different directions.
1072,Irreconcilable Differences,"Comedy, Drama, Romance            ",Charles Shyer,"[""Ryan O'Neal"", 'Shelley Long', 'Drew Barrymore', 'Sam Wanamaker']","Alternating between the past and the present, a precocious little girl sues her selfish, career-driven parents for emancipation, surprising them both."
1073,Finding Steve McQueen,"Crime, Romance            ",Mark Steven Johnson,"['Travis Fimmel', 'Rachael Taylor', 'William Fichtner', 'Forest Whitaker']","In 1972, a gang of close-knit thieves from Youngstown, Ohio attempt to steal $30 million in illegal contributions and blackmail money from President Richard Nixon's secret fund."
1074,The Boy Who Could Fly,"Drama, Fantasy, Romance            ",Nick Castle,"['Lucy Deakins', 'Jay Underwood', 'Bonnie Bedelia', 'Fred Savage']","An autistic boy who dreams of flying touches everyone he meets, including a new family who has moved in after their father dies."
1075,Bulletproof Monk,"Action, Comedy, Fantasy            ",Paul Hunter,"['Yun-Fat Chow', 'Seann William Scott', 'Jaime King', 'Karel Roden']","Based on the very underground comic book, a Tibetan monk becomes a mentor to a young street kid who he can teach to protect a scroll."
1076,Ironclad,"Action, Drama, History            ",Jonathan English,"['Paul Giamatti', 'Jason Flemyng', 'Brian Cox', 'James Purefoy']","In thirteenth-century England, a Knights Templar and a few of the Barons men fight to defend Rochester Castle against the tyrannical King John."
1077,Kal ho naa ho,"Comedy, Drama, Romance            ",Nikkhil Advani,"['Preity Zinta', 'Shah Rukh Khan', 'Saif Ali Khan', 'Jaya Bachchan']","Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her."
1078,Get Over It,"Comedy, Romance            ",Tommy O'Haver,"['Kirsten Dunst', 'Ben Foster', 'Melissa Sagemiller', 'Sisqó']",A high school senior's girlfriend breaks up with him. His friends try to make him think of something else. His friend's sister Kelly helps him with the school musical. Spending time with Kelly has an effect.
1079,Tin Cup,"Comedy, Drama, Romance            ",Ron Shelton,"['Kevin Costner', 'Rene Russo', 'Don Johnson', 'Cheech Marin']",A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his successful rival's girlfriend.
1080,Kinsey,"Biography, Drama, Romance            ",Bill Condon,"['Liam Neeson', 'Laura Linney', ""Chris O'Donnell"", 'Peter Sarsgaard']","A look at the life of Alfred Kinsey, a pioneer in the area of human sexuality research, whose 1948 publication ""Sexual Behavior in the Human Male"" was one of the first recorded works that saw science address sexual behavior."
1081,Shine,"Biography, Drama, Music            ",Scott Hicks,"['Geoffrey Rush', 'Armin Mueller-Stahl', 'Justin Braine', 'Sonia Todd']","Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim."
1082,Nobody's Fool,"Comedy, Drama, Romance            ",Tyler Perry,"['Tiffany Haddish', 'Tika Sumpter', 'Omari Hardwick', 'Mehcad Brooks']",A woman is released from prison and reunites with her sister. She soon discovers that her sister is in an online relationship with a man who may not be what he seems.
1083,Baby Boy,"Crime, Drama, Romance            ",John Singleton,"['Alexsandra Wright', 'Tyrese Gibson', 'Taraji P. Henson', 'Omar Gooding']","In South Central L.A., a misguided 20-year-old African-American man, a ""baby boy"", faces the commitments of real life."
1084,A Walk in the Clouds,"Drama, Romance            ",Alfonso Arau,"['Keanu Reeves', 'Aitana Sánchez-Gijón', 'Anthony Quinn', 'Giancarlo Giannini']",A married soldier returning from World War II poses as a pregnant woman's husband to save her from her father's anger and honor.
1085,Nowhere Boy,"Biography, Drama, Music            ",Sam Taylor-Johnson,"['Aaron Taylor-Johnson', 'Kristin Scott Thomas', 'Anne-Marie Duff', 'David Threlfall']","A chronicle of John Lennon's first years, focused mainly in his adolescence and his relationship with his stern aunt Mimi, who raised him, and his absentee mother Julia, who re-entered his life at a crucial moment in his young life."
1086,Purple Rain,"Drama, Music, Musical            ",Albert Magnoli,"['Prince', 'Apollonia Kotero', 'Morris Day', 'Olga Karlatos']","A young musician, tormented by an abusive situation at home, must contend with a rival singer, a burgeoning romance, and his own dissatisfied band, as his star begins to rise."
1087,Win a Date with Tad Hamilton!,"Comedy, Romance            ",Robert Luketic,"['Kate Bosworth', 'Josh Duhamel', 'Topher Grace', 'Nathan Lane']","A small-town girl wins a date with a male celebrity through a contest. When the date goes better than expected, a love triangle forms between the girl, the male celebrity, and the girl's best friend."
1088,Life After Beth,"Comedy, Fantasy, Horror            ",Jeff Baena,"['Aubrey Plaza', 'Dane DeHaan', 'John C. Reilly', 'Molly Shannon']","A young man's recently deceased girlfriend mysteriously returns from the dead, but he slowly realizes she is not the way he remembered her."
1089,Tammy,"Comedy, Romance            ",Ben Falcone,"['Melissa McCarthy', 'Susan Sarandon', 'Kathy Bates', 'Allison Janney']","After getting fired and finding out her husband is cheating, Tammy hits the road with her profane, alcoholic grandmother."
1090,Running on Empty,"Crime, Drama, Music            ",Sidney Lumet,"['River Phoenix', 'Christine Lahti', 'Judd Hirsch', 'Jonas Abry']",The eldest son of a fugitive family comes of age and wants to live a life of his own.
1091,Mildred Pierce,"Crime, Drama, Film-Noir            ",Michael Curtiz,"['Joan Crawford', 'Jack Carson', 'Zachary Scott', 'Eve Arden']",A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.
1092,About Last Night,"Comedy, Romance            ",Steve Pink,"['Kevin Hart', 'Michael Ealy', 'Regina Hall', 'Joy Bryant']",Follow two couples as they journey from the bar to the bedroom and are eventually put to the test in the real world.
1093,Victor Victoria,"Comedy, Music, Musical            ",Blake Edwards,"['Julie Andrews', 'James Garner', 'Robert Preston', 'Lesley Ann Warren']","A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life."
1094,Dog Days,"Comedy, Drama, Romance            ",Ken Marino,"['Nina Dobrev', 'Vanessa Hudgens', 'Adam Pally', 'Eva Longoria']",A group of interconnected people in Los Angeles are brought together by their lovely canine counterparts.
1095,An Unfinished Life,"Drama, Family, Romance            ",Lasse Hallström,"['Jennifer Lopez', 'Robert Redford', 'Morgan Freeman', 'Josh Lucas']","Desperate to provide care for her daughter, down-on-her-luck Jean moves in with her father in-law from whom she is estranged. Through time, they learn to forgive each other and heal old wounds."
1096,Friends with Money,"Comedy, Drama, Romance            ",Nicole Holofcener,"['Jennifer Aniston', 'Frances McDormand', 'Catherine Keener', 'Joan Cusack']","After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends."
